dataset_id,unit_id,status,role,partial_run,actual_label,pmc_prediction,comparator_prediction,pmc_score,comparator_score,independent_unit,interpretation,claim_boundary
CODEX_VFD,B1_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.14932776,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B1_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.77084658,0.32952116,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B1_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.31672441,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B1_4.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.89932101,0.29356248,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B2_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.13072172,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B2_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.012386436,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B2_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.049205833,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B3_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.78690589,0.23738453,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B3_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.31188908,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,B3_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.0038809333,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C1_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.32503997,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C1_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.77084658,0.13412184,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C1_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.78690589,0.22889744,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C1_4.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.10686041,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C2_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.27072878,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C2_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.89932101,0.13215255,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C2_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.30055427,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C3_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.12913357,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C3_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.14914452,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,C3_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,1,0,0,0.67449076,0.25312144,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_1.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.67449076,0.02034772,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_10.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.67449076,0.14678034,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_2.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.67449076,0.30137784,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_3.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.67449076,0.20207545,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_4.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.89932101,0.2633268,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_5.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.77084658,0.32164794,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_6.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.67449076,0.02246337,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_7.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.89932101,0.31341734,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_8.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.78690589,0.27289967,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
CODEX_VFD,NC_9.prefix,EVALUATED_PARTIAL_RUN_PREFIX,CONTROLLED_INJECTED_DISTURBANCE,True,0,0,0,0.77084658,0.32463906,measurement_run,Controlled current-disturbance mechanism on a partial prefix; not a field fault.,"External physical-mechanism replication only; not streetlight field accuracy, municipal performance, fault recall, false-positive rate, asset condition, or actual fault probability."
