split,model,case_id,asset_cabinet_uid,region_id,season,cell_id,original_label,scenario_type,severity,factor_tuple_id,signal_parameter_id,random_seed,decision,score,threshold,score_margin,taxonomy_family,evidence_flags,solar_position,near_solar_boundary,weather_regime,weather_available,feature_availability,rated_load_status,load_mismatch,phase_selectivity,duration_min,transient,normal_partial_policy
confirmatory,C1,V08-CON-SUY-SUM-18,SY-CAB-245507b8f2,suyeong,summer,suyeong_summer,normal,high_cloud_or_rainfall_hard_negative,none,1cfea55b24c54b27fbacfda5,552229c2e4f09fd447485057,200000162,anomaly,0.92066667,0.55000000,0.37066667,solar_boundary_normal,solar_boundary;weather_context;missing_phase;persistence,pre_sunset,true,rainfall,true,phase_unavailable,available,0.04000000,,60,false,false
confirmatory,C1,V08-CON-SUY-WIN-17,SY-CAB-2cc33acf1b,suyeong,winter,suyeong_winter,normal,high_cloud_or_rainfall_hard_negative,none,33fc8ac8eb8d7a52d3f10f41,56b9084d8c5792f69da28f3b,200000041,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,overcast,true,load_unavailable,available,,0.03000000,30,false,false
confirmatory,C1,V08-CON-SUY-WIN-18,SY-CAB-d3316300a8,suyeong,winter,suyeong_winter,normal,high_cloud_or_rainfall_hard_negative,none,320bf30fb61b387aad947b8a,2a1ff5cf8f9e8d73c42a3b96,200000042,anomaly,0.92466667,0.55000000,0.37466667,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,overcast,true,load_unavailable,available,,0.06000000,60,false,false
confirmatory,C2,V08-CON-CHU-AUT-17,CJ-CAB-b8b044445d,chungju,autumn,chungju_autumn,normal,high_cloud_or_rainfall_hard_negative,none,54d11ae79f4c1ae59f93553b,be580e84214e96c970223440,200000701,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,high_cloud,true,load_weather_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C2,V08-CON-CHU-AUT-18,CJ-CAB-72a9543ef2,chungju,autumn,chungju_autumn,normal,high_cloud_or_rainfall_hard_negative,none,839e0233907cea5b6d85d22c,20896f3f217ff932cca88873,200000702,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;missing_load;persistence,pre_sunset,true,clear,true,load_weather_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C2,V08-CON-CHU-SPR-17,CJ-CAB-ac866194d0,chungju,spring,chungju_spring,normal,high_cloud_or_rainfall_hard_negative,none,56c51359932426fcbddfd5be,12975512e86231908c85501a,200000581,anomaly,0.65836667,0.55000000,0.10836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C2,V08-CON-CHU-SPR-18,CJ-CAB-574a979970,chungju,spring,chungju_spring,normal,high_cloud_or_rainfall_hard_negative,none,45a304fd8561229d8dc752e2,ddcd5dd74b9e62bb8c156e0e,200000582,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C2,V08-CON-CHU-SUM-17,CJ-CAB-897b7c0022,chungju,summer,chungju_summer,normal,high_cloud_or_rainfall_hard_negative,none,e12c548b35f483591a194818,5ef9a1e6ffc38aa5156427d0,200000641,anomaly,0.65836667,0.55000000,0.10836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C2,V08-CON-CHU-SUM-18,CJ-CAB-cb8564bd26,chungju,summer,chungju_summer,normal,high_cloud_or_rainfall_hard_negative,none,1790c0c96f5bfaa53f433a9c,29c85f2f555022c4f1198a67,200000642,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C2,V08-CON-CHU-WIN-17,CJ-CAB-1243f40e3e,chungju,winter,chungju_winter,normal,high_cloud_or_rainfall_hard_negative,none,423b04240eae966c41befd4d,b51126a15a0bb8194f60227b,200000521,anomaly,0.65836667,0.55000000,0.10836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,overcast,true,load_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C2,V08-CON-CHU-WIN-18,CJ-CAB-fa68335d94,chungju,winter,chungju_winter,normal,high_cloud_or_rainfall_hard_negative,none,0e0db81f7be8eb049337efb4,d1cb69fcfdb75878a6a8abb9,200000522,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,overcast,true,load_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C2,V08-CON-GAN-AUT-17,GN-CAB-cdeb9ddfd8,gangneung,autumn,gangneung_autumn,normal,high_cloud_or_rainfall_hard_negative,none,26fb5a210b5a6e6270c328bd,b18910e462c368a39a97674f,200000461,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary,pre_sunset,true,overcast,false,weather_unavailable,available,0.00000000,0.03000000,30,false,false
confirmatory,C2,V08-CON-GAN-AUT-18,GN-CAB-9a946253f9,gangneung,autumn,gangneung_autumn,normal,high_cloud_or_rainfall_hard_negative,none,e5e3f3f441ec2f0be385b182,c54be5840d1e6d1d481827b9,200000462,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;persistence,pre_sunset,true,overcast,false,weather_unavailable,available,0.04000000,0.06000000,60,false,false
confirmatory,C2,V08-CON-GAN-SPR-17,GN-CAB-c84bb0a444,gangneung,spring,gangneung_spring,normal,high_cloud_or_rainfall_hard_negative,none,597f76d75de4cd533699dae4,ef6d879a60cd895392c248b3,200000341,anomaly,0.64846667,0.55000000,0.09846667,solar_boundary_normal,solar_boundary;missing_phase,pre_sunset,true,clear,true,phase_unavailable,available,0.00000000,,30,false,false
confirmatory,C2,V08-CON-GAN-SPR-18,GN-CAB-a9189814d5,gangneung,spring,gangneung_spring,normal,high_cloud_or_rainfall_hard_negative,none,b7c95eb8aefd825e8ed1a5cd,515094d57a6068633e11640f,200000342,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_phase;persistence,pre_sunset,true,high_cloud,true,phase_unavailable,available,0.04000000,,60,false,false
confirmatory,C2,V08-CON-GAN-SUM-17,GN-CAB-be50d7ca14,gangneung,summer,gangneung_summer,normal,high_cloud_or_rainfall_hard_negative,none,340d24feac42af27f9037ff3,4553f653b55e4d1531b6c006,200000401,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary;weather_context,pre_sunset,true,high_cloud,true,complete,available,0.00000000,0.03000000,30,false,false
confirmatory,C2,V08-CON-GAN-SUM-18,GN-CAB-c3c7338e5f,gangneung,summer,gangneung_summer,normal,high_cloud_or_rainfall_hard_negative,none,8ae9b437eafd55037f472cbb,acb8f2988e969efdbd9b4021,200000402,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;weather_context;persistence,pre_sunset,true,high_cloud,true,complete,available,0.04000000,0.06000000,60,false,false
confirmatory,C2,V08-CON-GAN-WIN-17,GN-CAB-ef929ce118,gangneung,winter,gangneung_winter,normal,high_cloud_or_rainfall_hard_negative,none,cce1c3f9070cdb1a3921d11f,957f00e6ffd75a4ac588a9da,200000281,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary,pre_sunset,true,clear,false,weather_unavailable,available,0.00000000,0.03000000,30,false,false
confirmatory,C2,V08-CON-GAN-WIN-18,GN-CAB-62e529efbe,gangneung,winter,gangneung_winter,normal,high_cloud_or_rainfall_hard_negative,none,1dfa4094b83c8a75a0f8a486,6f8133dd4cd718cc49b3f10b,200000282,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;persistence,pre_sunset,true,clear,false,weather_unavailable,available,0.04000000,0.06000000,60,false,false
confirmatory,C2,V08-CON-SUY-AUT-17,SY-CAB-2cc33acf1b,suyeong,autumn,suyeong_autumn,normal,high_cloud_or_rainfall_hard_negative,none,4d7cdec900a161f6d3f7ac42,116b6a59ac6cdf98076baec3,200000221,anomaly,0.65836667,0.55000000,0.10836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,rainfall,true,load_unavailable,available,,0.03000000,30,false,false
confirmatory,C2,V08-CON-SUY-AUT-18,SY-CAB-d3316300a8,suyeong,autumn,suyeong_autumn,normal,high_cloud_or_rainfall_hard_negative,none,5e61b606c31fc9f2520ef271,414f80ac0ebf8d259c9cccfe,200000222,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,rainfall,true,load_unavailable,available,,0.06000000,60,false,false
confirmatory,C2,V08-CON-SUY-SPR-17,SY-CAB-8a139c8819,suyeong,spring,suyeong_spring,normal,high_cloud_or_rainfall_hard_negative,none,8564ac147fcf68eaa3956798,36e64fcf0dd3db7163afeb45,200000101,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary;weather_context,pre_sunset,true,overcast,true,complete,available,0.00000000,0.03000000,30,false,false
confirmatory,C2,V08-CON-SUY-SPR-18,SY-CAB-d39b98ce61,suyeong,spring,suyeong_spring,normal,high_cloud_or_rainfall_hard_negative,none,0f3cbffcbc8b89c209658d97,ddd4c01f1a33abc368a71353,200000102,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;persistence,pre_sunset,true,overcast,false,weather_unavailable,available,0.04000000,0.06000000,60,false,false
confirmatory,C2,V08-CON-SUY-SUM-17,SY-CAB-2b2fc4cd07,suyeong,summer,suyeong_summer,normal,high_cloud_or_rainfall_hard_negative,none,f405d77c231efdc3e0dc146d,9915d7b9ffe640ce23b16e1d,200000161,anomaly,0.64846667,0.55000000,0.09846667,solar_boundary_normal,solar_boundary;weather_context;missing_phase,pre_sunset,true,rainfall,true,phase_unavailable,available,0.00000000,,30,false,false
confirmatory,C2,V08-CON-SUY-SUM-18,SY-CAB-245507b8f2,suyeong,summer,suyeong_summer,normal,high_cloud_or_rainfall_hard_negative,none,1cfea55b24c54b27fbacfda5,552229c2e4f09fd447485057,200000162,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_phase;persistence,pre_sunset,true,rainfall,true,phase_unavailable,available,0.04000000,,60,false,false
confirmatory,C2,V08-CON-SUY-WIN-17,SY-CAB-2cc33acf1b,suyeong,winter,suyeong_winter,normal,high_cloud_or_rainfall_hard_negative,none,33fc8ac8eb8d7a52d3f10f41,56b9084d8c5792f69da28f3b,200000041,anomaly,0.65836667,0.55000000,0.10836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,overcast,true,load_unavailable,available,,0.03000000,30,false,false
confirmatory,C2,V08-CON-SUY-WIN-18,SY-CAB-d3316300a8,suyeong,winter,suyeong_winter,normal,high_cloud_or_rainfall_hard_negative,none,320bf30fb61b387aad947b8a,2a1ff5cf8f9e8d73c42a3b96,200000042,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,overcast,true,load_unavailable,available,,0.06000000,60,false,false
confirmatory,C3,V08-CON-CHU-AUT-17,CJ-CAB-b8b044445d,chungju,autumn,chungju_autumn,normal,high_cloud_or_rainfall_hard_negative,none,54d11ae79f4c1ae59f93553b,be580e84214e96c970223440,200000701,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,high_cloud,true,load_weather_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C3,V08-CON-CHU-AUT-18,CJ-CAB-72a9543ef2,chungju,autumn,chungju_autumn,normal,high_cloud_or_rainfall_hard_negative,none,839e0233907cea5b6d85d22c,20896f3f217ff932cca88873,200000702,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;missing_load;persistence,pre_sunset,true,clear,true,load_weather_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C3,V08-CON-CHU-SPR-17,CJ-CAB-ac866194d0,chungju,spring,chungju_spring,normal,high_cloud_or_rainfall_hard_negative,none,56c51359932426fcbddfd5be,12975512e86231908c85501a,200000581,anomaly,0.60836667,0.55000000,0.05836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C3,V08-CON-CHU-SPR-18,CJ-CAB-574a979970,chungju,spring,chungju_spring,normal,high_cloud_or_rainfall_hard_negative,none,45a304fd8561229d8dc752e2,ddcd5dd74b9e62bb8c156e0e,200000582,anomaly,0.98713333,0.55000000,0.43713333,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C3,V08-CON-CHU-SUM-17,CJ-CAB-897b7c0022,chungju,summer,chungju_summer,normal,high_cloud_or_rainfall_hard_negative,none,e12c548b35f483591a194818,5ef9a1e6ffc38aa5156427d0,200000641,anomaly,0.60836667,0.55000000,0.05836667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C3,V08-CON-CHU-SUM-18,CJ-CAB-cb8564bd26,chungju,summer,chungju_summer,normal,high_cloud_or_rainfall_hard_negative,none,1790c0c96f5bfaa53f433a9c,29c85f2f555022c4f1198a67,200000642,anomaly,0.98713333,0.55000000,0.43713333,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,rainfall,true,load_phase_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C3,V08-CON-CHU-WIN-17,CJ-CAB-1243f40e3e,chungju,winter,chungju_winter,normal,high_cloud_or_rainfall_hard_negative,none,423b04240eae966c41befd4d,b51126a15a0bb8194f60227b,200000521,anomaly,0.62586667,0.55000000,0.07586667,solar_boundary_normal,solar_boundary;weather_context;missing_load,pre_sunset,true,overcast,true,load_unavailable_no_imputation,unavailable_no_imputation,,0.03000000,30,false,false
confirmatory,C3,V08-CON-CHU-WIN-18,CJ-CAB-fa68335d94,chungju,winter,chungju_winter,normal,high_cloud_or_rainfall_hard_negative,none,0e0db81f7be8eb049337efb4,d1cb69fcfdb75878a6a8abb9,200000522,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_load;persistence,pre_sunset,true,overcast,true,load_unavailable_no_imputation,unavailable_no_imputation,,0.06000000,60,false,false
confirmatory,C3,V08-CON-GAN-AUT-17,GN-CAB-cdeb9ddfd8,gangneung,autumn,gangneung_autumn,normal,high_cloud_or_rainfall_hard_negative,none,26fb5a210b5a6e6270c328bd,b18910e462c368a39a97674f,200000461,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary,pre_sunset,true,overcast,false,weather_unavailable,available,0.00000000,0.03000000,30,false,false
confirmatory,C3,V08-CON-GAN-AUT-18,GN-CAB-9a946253f9,gangneung,autumn,gangneung_autumn,normal,high_cloud_or_rainfall_hard_negative,none,e5e3f3f441ec2f0be385b182,c54be5840d1e6d1d481827b9,200000462,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;persistence,pre_sunset,true,overcast,false,weather_unavailable,available,0.04000000,0.06000000,60,false,false
confirmatory,C3,V08-CON-GAN-SPR-17,GN-CAB-c84bb0a444,gangneung,spring,gangneung_spring,normal,high_cloud_or_rainfall_hard_negative,none,597f76d75de4cd533699dae4,ef6d879a60cd895392c248b3,200000341,anomaly,0.64846667,0.55000000,0.09846667,solar_boundary_normal,solar_boundary;missing_phase,pre_sunset,true,clear,true,phase_unavailable,available,0.00000000,,30,false,false
confirmatory,C3,V08-CON-GAN-SPR-18,GN-CAB-a9189814d5,gangneung,spring,gangneung_spring,normal,high_cloud_or_rainfall_hard_negative,none,b7c95eb8aefd825e8ed1a5cd,515094d57a6068633e11640f,200000342,anomaly,1.00000000,0.55000000,0.45000000,solar_boundary_normal,solar_boundary;weather_context;missing_phase;persistence,pre_sunset,true,high_cloud,true,phase_unavailable,available,0.04000000,,60,false,false
confirmatory,C3,V08-CON-GAN-SUM-17,GN-CAB-be50d7ca14,gangneung,summer,gangneung_summer,normal,high_cloud_or_rainfall_hard_negative,none,340d24feac42af27f9037ff3,4553f653b55e4d1531b6c006,200000401,anomaly,0.56283333,0.55000000,0.01283333,solar_boundary_normal,solar_boundary;weather_context,pre_sunset,true,high_cloud,true,complete,available,0.00000000,0.03000000,30,false,false
confirmatory,C3,V08-CON-GAN-SUM-18,GN-CAB-c3c7338e5f,gangneung,summer,gangneung_summer,normal,high_cloud_or_rainfall_hard_negative,none,8ae9b437eafd55037f472cbb,acb8f2988e969efdbd9b4021,200000402,anomaly,0.92116667,0.55000000,0.37116667,solar_boundary_normal,solar_boundary;weather_context;persistence,pre_sunset,true,high_cloud,true,complete,available,0.04000000,0.06000000,60,false,false
confirmatory,C3,V08-CON-GAN-WIN-17,GN-CAB-ef929ce118,gangneung,winter,gangneung_winter,normal,high_cloud_or_rainfall_hard_negative,none,cce1c3f9070cdb1a3921d11f,957f00e6ffd75a4ac588a9da,200000281,anomaly,0.58033333,0.55000000,0.03033333,solar_boundary_normal,solar_boundary,pre_sunset,true,clear,false,weather_unavailable,available,0.00000000,0.03000000,30,false,false
confirmatory,C3,V08-CON-GAN-WIN-18,GN-CAB-62e529efbe,gangneung,winter,gangneung_winter,normal,high_cloud_or_rainfall_hard_negative,none,1dfa4094b83c8a75a0f8a486,6f8133dd4cd718cc49b3f10b,200000282,anomaly,0.93866667,0.55000000,0.38866667,solar_boundary_normal,solar_boundary;persistence,pre_sunset,true,clear,false,weather_unavailable,available,0.04000000,0.06000000,60,false,false
